,TESLA DIAGNOSTICS,Unnamed: 1,Unnamed: 2
2087,,,
2088,651    OS266   HSV 2 IgM - SI0101             ELISA                Serum(2ml)          2-8°C   Ampath         Daily      5 Days,0.00,
2089,,,
2090,652    OS267   HTLV 1 & 2 Antibodies - SI0    EIA                  Serum(2ml)          2-8°C   Ampath         Daily      10 Days       6,0.00,
2091,407,,
2092,,,
2093,653    OS268   Haptoglobin(LP) - B100         Immunoturbidometry   Serum(2ml)          2-8°C   Lalpath        Daily      5 Days        1,0.00,
2094,,,
2095,,,
2096,,,
2097,Page 40 of 86,,
2098,LABORATORY MEDICINE,,
2099,,,
2100,SNo     Test    Name Of Test                   Methodology            Sample/Volume   Temp     Referral Lab   Schedule   Turn around,RP,
2101,Code                                                                                   Name                      time,,
2102,654    OS269   Helicobacter Pylori IgA        EIA                    Serum(2ml)      2-8°C    Ampath         Daily      7 Days         2,0.00,
2103,Antibodies- SI0401,,
2104,,,
2105,655    OS270   Helicobacter Pylori IgG        EIA                    Serum(2ml)      2-8°C    Ampath         Daily      5 Days         1,0.00,
2106,Antibodies - SI0402,,
2107,,,
2108,656    OS271   Helicobacter Pylori IgM        EIA                    Serum(2ml)      2-8°C    Ampath         Daily      5 Days         1,0.00,
2109,Antibodies - SI0403,,
2110,,,
2111,657    OS272   Helicobacter Pylori Antigen    Immunochromatography   Stool(NA)       15-25°   Ampath         Daily      5 Days         2,0.00,
2112,Detection-Stool - MB0133                                              C,,
2113,,,
2114,658    OS273   Hepatitis B -DNA PCR           Real Time PCR          EDTA-WB(3ml)    2-8°C    Ampath         Daily      7 Days         3,0.00,
2115,Qualitative - MD0005,,
2116,,,
2117,659    OS274   Hepatitis B Core Antibody      CLIA                   Serum(2ml)      2-8°C    Ampath         Daily      5 Days,0.00,
2118,IgM (Anti HBc-IgM) -SI0032,,
2119,,,
2120,660    OS275   Hepatitis B Core Antibody      CLIA                   Serum(2ml)      2-8°C    Ampath         Daily      5 Days,0.00,
2121,Total (HBcAb- Total) -SI003,,
2122,3,,
2123,,,
2124,661    OS276   Hepatitis B Virus(HBV)         PCR Sequencing         EDTA-WB(3ml)    2-8°C    Ampath         Daily      10 Days        9,0.00,
2125,-Genotyping - MD0070,,
2126,,,
2127,662    OS277   Hepatitis B Viral Load-        Real Time PCR          EDTA-WB(3ml)    2-8°C    Ampath         Daily      7 Days         4,0.00,
2128,(HBV DNA PCR Quantitative,,
2129,) - MD0006,,
2130,,,
2131,663    OS278   Hepatitis Delta Virus          ELISA                  Serum(2ml)      2-8°C    Ampath         Daily      10 Days        3,0.00,
2132,Antibodies IgM (HDV IgM) -,,
2133,SI0404,,
2134,,,
2135,664    OS279   Hepatitis Delta Virus          ELISA                  Serum(2ml)      2-8°C    Ampath         Daily      10 Days        3,0.00,
2136,Antibodies Total (HDV Total),,
2137,-SI0405,,
2138,,,
2139,665    OS280   HEV -IgG (Hepatitis E virus    ELISA                  Serum(2ml)      2-8°C    Ampath         Daily      5 Days         1,0.00,
2140,Antibody - IgG -SI0065,,
2141,,,
2142,666    OS281   HEV -IgM (Hepatitis E virus    ELISA                  Serum(2ml)      2-8°C    Ampath         Daily      5 Days         1,0.00,
2143,-IgM) -SI0040,,
2144,,,
2145,667    OS282   Homocysteine - BC0131          Immunoturbidometry     Serum(2ml)      2-8°C    Ampath         Daily      5 Days         1,0.00,
2146,,,
2147,668    OS283   IGF Binding Protein-3 (IGFP    CLIA                   Serum(2ml)      2-8°C    Ampath         Daily      5 Days         5,0.00,
2148,B-3) - BC0370,,
2149,,,
2150,669    OS284   Iodine Total-Serum (IS-MP)     ICPMS                  Serum(3ml)      2-8°C    Metropolis     Daily      1 Month       10,0.00,
2151,,,
2152,,,
2153,,,
2154,,,
2155,Page 41 of 86,,
2156,LABORATORY MEDICINE,,
2157,,,
2158,SNo     Test    Name Of Test                    Methodology                   Sample/Volume       Temp    Referral Lab   Schedule   Turn,ound      MR,
2159,Code                                                                                              Name                      time,,
2160,670    OS285   IgG Subclass Assay - RW1        Nephelometry                  Serum(3ml)          2-8°C   Lalpath        Daily      1 Mon,15000,0
2161,09 (IS LP),,
2162,,,
2163,671    OS286   Immunofixation                  Capillary Electrophoresis &   Serum(2ml)          2-8°C   Ampath         Daily      7 Day,6000,0
2164,Electrophoresis (IFE)           Immunoturbidometry,,
2165,Serum Qualitative - BC0135,,
2166,,,
2167,672    OS287   Immunofixation                  Capillary Electrophoresis &   24 Hrs. Urine(20m   2-8°C   Ampath         Daily      7 DAy,8500,0
2168,Electrophoresis (IFE) 24Hr      Immunoturbidometry            l (24 hrs Urine,,
2169,s Urine Qualitative - BC013                                   Volume)),,
2170,4,,
2171,,,
2172,673    OS288   Immunofixation                  Capillary Electrophoresis &   24 Hrs. Urine(20m   2-8°C   Ampath         Daily      7 Day,10000,0
2173,Electrophoresis (IFE) 24Hr      Immunoturbidometry            l (24 hrs Urine,,
2174,s Urine Quantitative -BC066                                   Volume)),,
2175,4,,
2176,,,
2177,674    OS289   Immunofixation                  Capillary Electrophoresis &   Serum(2ml)          2-8°C   Ampath         Daily      7 Day,10000,0
2178,Electrophoresis (IFE)           Immunoturbidometry,,
2179,Serum Quantitative - BC066,,
2180,3,,
2181,,,
2182,675    OS290   Immunoglobulin A (IgA) -        Immunoturbidometry            Serum(2ml)          2-8°C   Ampath         Daily      5 Day,800,0
2183,BC0136,,
2184,,,
2185,676    OS291   Immunoglobulin G (IgG) -        Immunoturbidometry            Serum(2ml)          2-8°C   Ampath         Daily      5 Day,800,0
2186,BC0137,,
2187,,,
2188,677    OS292   Immunoglobulin M (IgM) -        Immunoturbidometry            Serum(2ml)          2-8°C   Ampath         Daily      5 Day,800,0
2189,BC0138,,
2190,,,
2191,678    OS293   Indirect Coombs Test (ICT)      Gel Agglutination             Serum(2ml)          2-8°C   Ampath         Daily      5 Day,500,0
2192,- HM0018,,
2193,,,
2194,679    OS294   Infectious Mononucleosis(L      Latex Agglutination           Serum(2ml)          2-8°C   Lalpath        Daily      5 Day,1400,0
2195,P) -S004,,
2196,,,
2197,680    OS295   Inhibin-B - BC0283              EIA                           Serum(2ml)          2-8°C   Ampath         Daily      7 Day,2600,0
2198,,,
2199,681    OS296   Inhibin-A - BC0139              ELISA / CLIA                  Serum(2ml)          2-8°C   Ampath         Daily      5 Day,1600,0
2200,,,
2201,682    OS297   Insulin - Like Growth Factor    CLIA                          Serum(2ml)          2-8°C   Ampath         Daily      5 Day,3000,0
2202,-1 (IGF-I) - BC0284,,
2203,,,
2204,683    OS298   Insulin Antibodies - BC0674     EIA                           Serum(2ml)          2-8°C   Ampath         Daily      7 Day,2800,0
2205,,,
2206,684    OS299   Intrinsic Factor Antibody -IF   IFA                           Serum(2ml)          2-8°C   Ampath         Daily      5 Day,3500,0
2207,A - SI0410,,
2208,,,
2209,,,
2210,,,
2211,Page 42 of 86,,
2212,LABORATORY MEDICINE,,
2213,,,
2214,SNo     Test    Name Of Test                   Methodology              Sample/Volume       Temp    Referral Lab   Schedule   Turn around,MRP,
2215,Code                                                                                        Name                      time,,
2216,685    OS300   Iodine Total-24hrs Urine (IS   ICPMS                    24 Hrs. Urine(20m   2-8°C   Metropolis     Daily      45 Days,9000.00,
2217,-MP)                                                    l (24 hrs Urine,,
2218,Volume)),,
2219,,,
2220,686    OS301   JAK2 Mutation- PCR - MD0       Real Time PCR            EDTA-WB(3ml)        2-8°C   Ampath         Daily      5 Days,7200.00,
2221,015,,
2222,,,
2223,687    OS302   LE Cells - L08                 Microscopy               WB-Heparin(2ml)     2-8°C   Medicis        Daily      5 Days,400.00,
2224,,,
2225,688    OS303   Lactate - CSF - BC0686         Enzymatic                CSF (1ml)(2ml)      2-8°C   Ampath         Daily      5 Days,1500.00,
2226,Spectrophotometry,,
2227,,,
2228,689    OS304   Lactate - Plasma -BC0144       Enzymatic                FLUORIDE            2-8°C   Ampath         Daily      5 Days,700.00,
2229,Spectrophotometry        PLASMA(3ml),,
2230,,,
2231,690    OS305   Lead Levels - 24 hrs Urine -   Atomic Absorption        24 Hrs. Urine(20m   2-8°C   Ampath         Daily      5 Days,2400.00,
2232,BC0384                         Spectrophotometry with   l (24 hrs Urine,,
2233,Zeeman Correction        Volume)),,
2234,,,
2235,691    OS306   Lead Levels - Spot Urine -     Atomic Absorption        Urine(20ml)         2-8°C   Ampath         Daily      5 Days,2400.00,
2236,BC0385                         Spectrophotometry with,,
2237,Zeeman Correction,,
2238,,,
2239,692    OS307   Lead Levels - Whole Blood      Atomic Absorption        EDTA-WB(3ml)        2-8°C   Ampath         Daily      5 Days,2400.00,
2240,- BC0150                       Spectrophotometry with,,
2241,Zeeman Correction,,
2242,,,
2243,693    OS308   Leptin - BC0689                EIA                      Serum(2ml)          2-8°C   Ampath         Daily      10 Days,5200.00,
2244,,,
2245,694    OS309   Leptospira Antibody IgG - SI   ELISA                    Serum(2ml)          2-8°C   Ampath         Daily      5 Days,1200.00,
2246,0073,,
2247,,,
2248,695    OS310   Leptospira Antibody IgM - SI   ELISA                    Serum(2ml)          2-8°C   Ampath         Daily      5 Days,1200.00,
2249,0074,,
2250,,,
2251,696    OS311   Lipoprotein A (Lp-A) - BC01    Spectrophotometry        Serum(2ml)          2-8°C   Ampath         Daily      5 Days,800.00,
2252,54,,
2253,,,
2254,697    OS312   Lipoprotein Electrophoresis    Electrophoresis          Serum(2ml)          2-8°C   Ampath         Daily      10 Days,4200.00,
2255,- BC0695,,
2256,,,
2257,698    OS313   Lithium - BC0271               ISE                      Serum(2ml)          2-8°C   Ampath         Daily      5 Days,500.00,
2258,,,
2259,699    OS314   Liver Kidney Microsome(LK      ELISA                    Serum(2ml)          2-8°C   Ampath         Daily      5 Days,1500.00,
2260,M) Antibodies - SI0075,,
2261,,,
2262,700    OS315   Lupus Anti Coagulant (LP) -    Electromechanical Clot   Sodium Citrate      2-8°C   Lalpath        Daily      5 Days,1500.00,
2263,H123                           Detection                Plasma(3ml),,
2264,,,
2265,,,
2266,,,
2267,,,
2268,Page 43 of 86,,
2269,LABORATORY MEDICINE,,
2270,,,
2271,SNo     Test    Name Of Test                  Methodology                  Sample/Volume        Temp    Referral Lab   Schedule   Turn ar,nd      MRP,
2272,Code                                                                                            Name                      time,,
2273,"701    OS316   Metal Screen 2 (WB)(AS,C      ICPMS,AAS with Zeeman        .(Special Tube       2-8°C   Lalpath        Daily      5 Days",13200.0,
2274,"D,CR,CO,PB,MN,TH) (LP) -      Carry                        From Main Branch)",,
2275,Z820,,
2276,,,
2277,"702    OS317   Metal Screen 3(Urine)(AS,C    ICPMS,AAS with Zeeman        24 Hrs. Urine(20m    2-8°C   Lalpath        Daily      5 Days",16800.0,
2278,"D,CR,CO,PB,MN,TH,CU,ZN        Correction                   l (24 hrs Urine",,
2279,",SE,NI,HG) (LP)                                            Volume) special",,
2280,container),,
2281,,,
2282,703    OS318   MTHFR Gene Mutation           Real Time PCR                EDTA-WB(3ml)         2-8°C   Lalpath        Daily      10 Days,4000.0,
2283,Qualitative PCR (LP) -N049,,
2284,,,
2285,704    OS319   Malarial Detection By QBC     QBC Method - Centifugation   WB-EDTA(3ml)         2-8°C   Ampath         Daily      5 Days,600.0,
2286,Method - HM0069,,
2287,,,
2288,705    OS320   Manganese- 24 hrs Urine -     ICPMS                        24 Hrs. Urine(20m    2-8°C   Ampath         Daily      5 Days,2800.0,
2289,BC0387                                                     l (24 hrs Urine,,
2290,Volume)Special,,
2291,Container),,
2292,,,
2293,706    OS321   Manganese- Spot Urine -B      ICPMS                        Urine(20ml)          2-8°C   Ampath         Daily      5 Days,2800.0,
2294,C0389,,
2295,,,
2296,707    OS322   Manganese- Whole blood -      ICPMS                        EDTA-WB(3ml)         2-8°C   Ampath         Daily      5 Days,2800.0,
2297,BC0388,,
2298,,,
2299,708    OS323   Maternal Blood For Fetal      DNA Sequencing               Streck Tube(Speci    2-8°C   Lalpath        Daily      20 Days,25000.0,
2300,DNA(MBFD) (LP) -N161                                       al Tube),,
2301,,,
2302,709    OS324   Measles IgG Antibodies - SI   ELISA                        Serum(2ml)           2-8°C   Ampath         Daily      5 Days,1500.0,
2303,0045,,
2304,,,
2305,710    OS325   Measles IgM Antibodies - SI   ELISA                        Serum(2ml)           2-8°C   Ampath         Daily      5 Days,1500.0,
2306,0046,,
2307,,,
2308,711    OS326   Mercury - 24hrs Urine -BC0    ICPMS                        24 Hrs. Urine(20m    2-8°C   Ampath         Daily      7 Days,5000.0,
2309,391                                                        l (24 hrs Urine,,
2310,Volume) in Special,,
2311,Container),,
2312,,,
2313,712    OS327   Mercury - Spot Urine -BC03    ICPMS                        Urine(20ml)          2-8°C   Ampath         Daily      7 Days,5000.0,
2314,92,,
2315,,,
2316,713    OS328   Mercury - Whole Blood -BC     ICPMS                        EDTA-WB(3ml)         2-8°C   Ampath         Daily      10 Days,5000.0,
2317,0301,,
2318,,,
2319,714    OS329   Mercury - Serum -BC0393       ICPMS                        Serum(2ml)           2-8°C   Ampath         Daily      10 Days,5000.0,
2320,,,
2321,715    OS330   Metanephrines 24 hrs          HPLC                         24 Hrs. Urine(20m    2-8°C   Ampath         Daily      10 Days,4000.0,
2322,Urine - BC0159                                             l (24 hrs Urine,,
2323,Volume)),,
2324,Page 44 of 86,,
2325,LABORATORY MEDICINE,,
2326,,,
2327,SNo     Test    Name Of Test                    Methodology                Sample/Volume      Temp     Referral Lab   Schedule   Turn aro,d      MRP,
2328,Code                                                                                           Name                      time,,
2329,,,
2330,716    OS331   Metanephrines - Free -BC0       ELISA                      EDTA-WB(3ml)       2-8°C    Ampath         Daily      15 Days,5000.00,
2331,704,,
2332,,,
2333,717    OS332   Metanephrines                   EIA                        EDTA-WB(3ml)       2-8°C    Metropolis     Daily      10 Days,10000.00,
2334,Fractionated (EDTA Plasma,,
2335,)(MP) - M0151,,
2336,,,
2337,718    OS333   Meternal Screen-Double          CLIA                       Serum(2ml)         2-8°C    Ampath         Daily      7 Days,2800.00,
2338,Marker - PR0057,,
2339,,,
2340,719    OS334   Meternal Screen-Quadruple       CLIA                       Serum(2ml)         2-8°C    Ampath         Daily      7 Days,3500.00,
2341,Marker - PR0058,,
2342,,,
2343,720    OS335   Meternal Screen-Triple          CLIA                       Serum(2ml)         2-8°C    Ampath         Daily      7 Days,2000.00,
2344,Marker - PR0059,,
2345,,,
2346,721    OS336   Methaemoglobin -BC0394          Spectrophotometry          N.A HEPARIN(3ml)   2-8°C    Ampath         Daily      5 Days,1300.00,
2347,,,
2348,722    OS337   Methamphetamine- Spot           Lateral Flow Immunoassay   Urine(20ml)        2-8°C    Lalpath        Daily      5 Days,1500.00,
2349,Urine(LP) -K019,,
2350,,,
2351,723    OS338   Methotrexate -BC0260            Spectrophotometry          Serum(2ml)         2-8°C    Ampath         Daily      5 Days,4600.00,
2352,,,
2353,724    OS339   Methyl Malonic Acid-Qualitat    Bio Chemical               Urine(20ml)        2-8°C    Ampath         Daily      5 Days,800.00,
2354,ive -Spot Urine -BC0707,,
2355,,,
2356,725    OS340   Microfilaria Antibodies (AP)-   Immunochromatography       Serum(2ml)         2-8°C    Ampath         Daily      5 Days,2000.00,
2357,SI0399,,
2358,,,
2359,726    OS341   Mumps IgG Antibodies - SI0      ELISA                      Serum(2ml)         2-8°C    Ampath         Daily      7 Days,1500.00,
2360,047,,
2361,,,
2362,727    OS342   Mumps IgM Antibodies - SI0      ELISA                      Serum(2ml)         2-8°C    Ampath         Daily      7 Days,1500.00,
2363,048,,
2364,,,
2365,728    OS343   Mycoplasma Pneumoniae           EIA                        Serum(2ml)         2-8°C    Ampath         Daily      10 Days,3000.00,
2366,IgG Antibodies -SI0418,,
2367,,,
2368,729    OS344   Mycoplasma Pneumoniae           EIA                        Serum(2ml)         2-8°C    Ampath         Daily      10 Days,3000.00,
2369,IgM Antibodies -SI0419,,
2370,,,
2371,730    OS345   Myoglobin Urine -BC0270         Immunoassay                Urine(20ml)        15-25°   Ampath         Daily      5 Days,2000.00,
2372,C,,
2373,,,
2374,731    OS346   Myoglobin Serum -BC0395         ECLIA                      Serum(2ml)         2-8°C    Ampath         Daily      5 Days,1500.00,
2375,,,
2376,732    OS347   New Born Screening (LP) -       Fluoroimmenoassay          Filter Paper(NA)   2-8°C    Lalpath        Daily      10 Days,2500.00,
2377,Z335,,
2378,,,
2379,733    OS348   Natural Killer Cells(LP) - Z1   Flow Cytometry             WB-EDTA & Na.      2-8°C    Lalpath        Daily      5 Days,4700.00,
2380,66                                                         Heparin(3ml),,
2381,,,
2382,Page 45 of 86,,
2383,LABORATORY MEDICINE,,
2384,,,
2385,SNo     Test    Name Of Test                   Methodology                    Sample/Volume        Temp    Referral Lab   Schedule   Turn,round     MR,
2386,Code                                                                                               Name                      time,,
2387,,,
2388,734    OS349   Nickel - 24 hrs Urine -BC04    ICPMS                          24 Hrs. Urine(20m    2-8°C   Ampath         Daily      10 D,s       4000,0
2389,06                                                            l (24 hrs Urine,,
2390,Volume)Special,,
2391,Container),,
2392,,,
2393,735    OS350   Nickel - Serum -BC0408         ICPMS                          Serum(2ml)           2-8°C   Ampath         Daily      10 D,s       4000,0
2394,,,
2395,736    OS351   Nickel - Spot Urine -BC040     ICPMS                          Urine(20ml           2-8°C   Ampath         Daily      10 D,s       4000,0
2396,7                                                             Special Container),,
2397,,,
2398,737    OS352   Nicotine Quantitative-         CLIA                           Serum(2ml)           2-8°C   Ampath         Daily      5 Da,1900,0
2399,Serum -BC0719,,
2400,,,
2401,738    OS353   Nor Metanephrines - Free (     ELISA                          EDTA-WB(3ml)         2-8°C   Ampath         Daily      15 D,s       6000,0
2402,Plasma) -BC0454,,
2403,,,
2404,739    OS354   Nor Metanephrines-24 hrs       HPLC                           24 Hrs. Urine(20m    2-8°C   Ampath         Daily      10 D,s       3500,0
2405,Urine -BC0453                                                 l (24 hrs Urine,,
2406,Volume)),,
2407,,,
2408,740    OS355   Opiates (Morphine)-Urine -     Flow Chromatographic           Urine(20ml)          2-8°C   Ampath         Daily      5 Da,1000,0
2409,BC0602                         Immunoassay,,
2410,,,
2411,741    OS356   Organic Acid Screen(Qualit     HPLC                           Urine(20ml)          2-8°C   Ampath         Daily      10 D,s       3000,0
2412,ative) -Urine -BC0410,,
2413,,,
2414,742    OS357   Organic Acids - Urine          GC-MS                          Urine(20ml)          2-8°C   Lalpath        Daily      10 D,s       4200,0
2415,Quantitative - (GC/MS) (LP),,
2416,,,
2417,743    OS358   Osmolality - Serum - BC01      Spectrophotometry/Caliculati   Serum(2ml)           2-8°C   Ampath         Daily      5 Da,600,0
2418,66                             on,,
2419,,,
2420,744    OS359   Osmolality - 24 hrs Urine -B   Spectrophotometry/Caliculati   24 Hrs. Urine(20m    2-8°C   Ampath         Daily      5 Da,800,0
2421,CBC0165                        on                             l (24 hrs Urine,,
2422,Volume)),,
2423,,,
2424,745    OS360   Osmolality - Spot Urine -      Spectrophotometry/Caliculati   Urine(20ml)          2-8°C   Ampath         Daily      5 Da,600,0
2425,BC0167                         on,,
2426,,,
2427,746    OS361   Osmotic Fragility Test - HM0   Serial Dilution /              N.A HEPARIN(3ml)     2-8°C   Ampath         Daily      5 Da,600,0
2428,046                            Concentration,,
2429,,,
2430,747    OS362   Osteocalcin - BC0737           CLIA                           Serum(2ml)           2-8°C   Ampath         Daily      5 Da,3500,0
2431,,,
2432,748    OS363   Oxalates - 24hrs Urine- BC     Spectrophotometry              24 Hrs. Urine(20m    2-8°C   Ampath         7 Days,2500,0
2433,0295                                                          l (24 hrs Urine,,
2434,Volume)),,
2435,,,
2436,749    OS364   Oxalates - Spot Urine -BCB     Spectrophotometry              Urine(20ml)          2-8°C   Ampath         Daily      7 Da,2500,0
2437,C0743,,
2438,,,
2439,Page 46 of 86,,
2440,LABORATORY MEDICINE,,
2441,,,
2442,SNo     Test    Name Of Test                    Methodology                Sample/Volume      Temp    Referral Lab   Schedule   Turn arou,MRP,
2443,Code                                                                                          Name                      time,,
2444,,,
2445,750    OS365   PAPP-A (Pregnency               CLIA                       Serum(2ml)         2-8°C   Ampath         Daily      5 Days,1500.00,
2446,Associated Plasma Protein,,
2447,) - BC0168,,
2448,,,
2449,751    OS366   Phadiatop- Allergy-Adult (LP    Immuno CAP                 Serum(2ml)         2-8°C   Lalpath        Daily      5 Days,1200.00,
2450,) - A111,,
2451,,,
2452,752    OS367   Phadiatop- Allergy-Pediatric    Immuno CAP                 Serum(2ml)         2-8°C   Lalpath        Daily      5 Days,1200.00,
2453,(LP) -A112,,
2454,,,
2455,753    OS368   PRA Screen (HLA Panel           Luminex X Map Technology   Serum(2ml)         2-8°C   Lalpath        Daily      10 Days,7000.00,
2456,Reactive IgG Antibodies),,
2457,(LP) - L003,,
2458,,,
2459,754    OS369   PRO BNP (NT - PRO BNP) -        ECLIA                      Serum(2ml)         2-8°C   Ampath         Daily      5 Days,2000.00,
2460,BC0179,,
2461,,,
2462,755    OS370   Prolactin - Acive Monomeric     CMIA                       Serum(2ml)         2-8°C   Ampath         Daily      5 Days,1600.00,
2463,-BC0777,,
2464,,,
2465,756    OS371   Prothrombin (Factor II)         Real Time PCR              EDTA-WB(3ml)       2-8°C   Ampath         Daily      7 Days,8500.00,
2466,Gene Mutation-MD0278,,
2467,,,
2468,757    OS372   PSA (Prostate Specific          ECLIA                      Serum(2ml)         2-8°C   Ampath         Daily      5 Days,900.00,
2469,Antigen) Free - BC0197,,
2470,,,
2471,758    OS373   PSA (Total) With PSA(Free)      ECLIA/Calculated           Serum(2ml)         2-8°C   Ampath         Daily      5 Days,2000.00,
2472,And Ratio -BC0198,,
2473,,,
2474,759    OS374   PTH (Para Thyroid               CLIA                       EDTA Plasma(2ml)   2-8°C   Ampath         Daily      5 Days,1200.00,
2475,Hormone) - BC0169,,
2476,,,
2477,760    OS375   Paracetamol (Acetaminoph        Bio Chemical               Serum(2ml)         2-8°C   Ampath         Daily      7 Days,1600.00,
2478,en) -BC0465,,
2479,,,
2480,761    OS376   Parietal Cell Antibody (LP) -   Immunofluorescence Assay   Serum(2ml)         2-8°C   Lalpath        Daily      5 Days,1800.00,
2481,S086,,
2482,,,
2483,762    OS377   Paroxysmal Nocturnal            Flow Cytometry - Flaer     EDTA-WB(3ml)       2-8°C   Ampath         Daily      5 Days,6500.00,
2484,Hemoglobinuria (PNH) -HM,,
2485,0033,,
2486,,,
2487,763    OS378   Phenobarbital (Phenobarbit      CLIA                       Serum(2ml)         2-8°C   Ampath         Daily      5 Days,1500.00,
2488,one) -BC0170,,
2489,,,
2490,764    OS379   Phenytoin (Eptoin) - BC017      CLIA                       Serum(2ml)         2-8°C   Ampath         Daily      5 Days,600.00,
2491,1,,
2492,,,
2493,765    OS380   Phospholipase A2                EIA                        Serum(2ml)         2-8°C   Lalpath        Daily      10 Days,5500.00,
2494,"Receptor Antibody (PLA2R),",,
2495,Quantitative (LP) - S255,,
2496,Page 47 of 86,,
2497,LABORATORY MEDICINE,,
2498,,,
2499,SNo     Test    Name Of Test                  Methodology                   Sample/Volume       Temp    Referral Lab   Schedule   Turn ar,nd     MRP,
2500,Code                                                                                            Name                      time,,
2501,,,
2502,"766    OS381   Phospholipid Syndrome         EIA, Electromechanical Clot   Serum(2ml)          2-8°C   Lalpath        Daily      5 Days",5400.00,
2503,Panel (LP) - Z377             Detection,,
2504,,,
2505,767    OS382   Placental Growth Factor (PL   ECLIA                         Serum(2ml)          2-8°C   Lalpath        Daily      7 Days,3000.00,
2506,GF)(LP) - S257,,
2507,,,
2508,768    OS383   Polarizing Microscopic        Polarizing Microscopy         Fluid.(2ml)         2-8°C   Lalpath        Daily      5 Days,400.00,
2509,Crystals (PMC) (Body,,
2510,Fluids)(LP) -P097,,
2511,,,
2512,769    OS384   Porphobilinogen - 24 hrs      Column Chromatography         24 Hrs. Urine(20m   2-8°C   Ampath         Daily      10 Days,4900.00,
2513,Urine -BC0413                                               l (24 hrs Urine,,
2514,Volume)),,
2515,,,
2516,770    OS385   Porphobilinogen Spot Urine    Column Chromatography         Urine(20ml)         2-8°C   Ampath         Daily      10 Days,4900.00,
2517,-BC0414,,
2518,,,
2519,771    OS386   Porphyrins-24 hrs Urine -     HPLC                          24 Hrs. Urine(20m   2-8°C   Ampath         Daily      25 Days,9800.00,
2520,BC0771                                                      l (24 hrs Urine,,
2521,Volume)),,
2522,,,
2523,772    OS387   Porphyrins-Spot Urine -BC0    Column Chromatography         Urine(20ml)         2-8°C   Ampath         Daily      5 Days,5900.00,
2524,772,,
2525,,,
2526,773    OS388   Prealbumin - BC0288           Immunoturbometry              Serum(2ml)          2-8°C   Ampath         Daily      5 Days,4300.00,
2527,,,
2528,774    OS389   Procalcitonin - BC0180        ELFA                          Serum(2 ml)         2-8°C   Ampath         Daily      5 Days,2600.00,
2529,,,
2530,775    OS390   Progesterone - BC0181         ECLIA                         Serum(2ml)          2-8°C   Ampath         Daily      5 Days,700.00,
2531,,,
2532,776    OS391   Protein C Antigen - HM021     Clot Based                    Citrate Plasma(3m   2-8°C   Ampath         Daily      7 Days,3500.00,
2533,9                                                           l),,
2534,,,
2535,777    OS392   Protein Electrophoresis -     Capillary Electrophoresis     24 Hrs. Urine(20m   2-8°C   Ampath         Daily      10 Days,1200.00,
2536,24 hrs Urine -BC0185                                        l (24 hrs Urine,,
2537,Volume)),,
2538,,,
2539,778    OS393   Protein Electrophoresis -     Capillary Electrophoresis     Serum(2ml)          2-8°C   Ampath         Daily      5 Days,1000.00,
2540,Serum - BC0184,,
2541,,,
2542,779    OS394   Protein Electrophoresis       Isoelectric Focusing          SERUM AND CSF(      2-8°C   Ampath         Daily      7 Days,5200.00,
2543,CSF (Oligoclonal Bands) -                                   2ml),,
2544,BC0183,,
2545,,,
2546,780    OS395   Protein S (Antigen) - HM022   Clot Based                    Citrate Plasma(3m   2-8°C   Ampath         Daily      7 Days,3500.00,
2547,0                                                           l),,
2548,,,
2549,781    OS396   Pyruvate - BC0462             Biochemical                   SPECIAL TUBE(Sp     2-8°C   Ampath         Daily      5 Days,4000.00,
2550,ecial),,
2551,,,
2552,,,
2553,Page 48 of 86,,
2554,LABORATORY MEDICINE,,
2555,,,
2556,SNo     Test    Name Of Test                  Methodology            Sample/Volume       Temp     Referral Lab   Schedule   Turn around,MRP,
2557,Code                                                                                      Name                      time,,
2558,,,
2559,782    OS397   TB Gold Quantiferon(LP) - B   IGRA-ELISA             Sodium Heparin(3    2-8°C    Lalpath        Daily      5 Days,800.00,
2560,160                                                  ml),,
2561,,,
2562,783    OS398   RBC Folate (Includes          CLIA                   WB-EDTA & Serum     2-8°C    Ampath         Daily      5 Days,800.00,
2563,Serum Folate) -BC0113                                (3ml),,
2564,,,
2565,784    OS399   Renin Activity Plasma - BC    RIA                    EDTA-WB(3ml)        2-8°C    Ampath         Daily      7 Days,200.00,
2566,0202,,
2567,,,
2568,785    OS400   Rh Antibody Titre -HM0222     Tube Agglutination     WB-EDTA & Serum     2-8°C    Ampath         Daily      5 Days,000.00,
2569,(3ml),,
2570,,,
2571,786    OS401   Rheumatoid Factor IgA         EIA                    Serum(2ml)          2-8°C    Ampath         Daily      7 Days,200.00,
2572,Antibody - SI0452,,
2573,,,
2574,787    OS402   Rheumatoid Factor IgM         Immunoturbidometry     Serum(3ml)          2-8°C    Ampath         Daily      5 Days,600.00,
2575,Antibody (RF-IgM) - SI0072,,
2576,,,
2577,788    OS403   Rota Virus Antigen -Stool -   Immunochromatography   Stool(NA)           15-25°   Ampath         Daily      5 Days,000.00,
2578,MB0221                                                                   C,,
2579,,,
2580,789    OS404   Metanephrines-Fractionate     HPLC-EC                24 Hrs. Urine(20m   2-8°C    Lalpath        Daily      7 Days,200.00,
2581,d-24 hrs Urine (LP) - U035                           l (24 hrs Urine,,
2582,Volume)),,
2583,,,
